"roa_val";"time";"ts_code"
"0.041895";"2010";"000028"
"0.042764";"2011";"000028"
"0.052032";"2012";"000028"
"0.048311";"2013";"000028"
"0.052213";"2014";"000028"
"0.059565";"2015";"000028"
"0.060146";"2016";"000028"
"0.05177";"2017";"000028"
"0.04661";"2018";"000028"
"0.044278";"2019";"000028"
"0.043473";"2020";"000028"
"0.008455";"2008";"000029"
"0.006015";"2009";"000029"
"0.025087";"2010";"000029"
"0.031272";"2011";"000029"
"0.02878";"2012";"000029"
"0.054167";"2013";"000029"
"0.068126";"2014";"000029"
"0.072027";"2015";"000029"
"0.082284";"2016";"000029"
"0.046355";"2017";"000029"
"0.107155";"2018";"000029"
"0.110231";"2019";"000029"
"0.058734";"2020";"000029"
"-4.740715";"2008";"000030"
"0.193422";"2009";"000030"
"-5.259408";"2010";"000030"
"22.005117";"2011";"000030"
"-0.149922";"2012";"000030"
"0.083031";"2013";"000030"
"0.092477";"2014";"000030"
"0.064925";"2015";"000030"
"0.074575";"2016";"000030"
"0.079011";"2017";"000030"
"0.074787";"2018";"000030"
"0.068359";"2019";"000030"
"0.06282";"2020";"000030"
"0.015273";"2008";"000031"
"0.02829";"2009";"000031"
"0.027491";"2010";"000031"
"0.022469";"2011";"000031"
"0.019532";"2012";"000031"
"0.022639";"2013";"000031"
"0.019494";"2014";"000031"
"0.018098";"2015";"000031"
"0.021761";"2016";"000031"
"0.022902";"2017";"000031"
"0.021984";"2018";"000031"
"0.020228";"2019";"000031"
"0.005617";"2020";"000031"
"0.060201";"2008";"000032"
"0.033613";"2009";"000032"
"0.032341";"2010";"000032"
"0.028511";"2011";"000032"
"0.105781";"2012";"000032"
"0.009998";"2013";"000032"
"0.034649";"2014";"000032"
"0.023268";"2015";"000032"
"0.0234";"2016";"000032"
"0.00678";"2017";"000032"
"0.051905";"2018";"000032"
"0.067363";"2019";"000032"
"0.073083";"2020";"000032"
"-1.526491";"2008";"000034"
"0.816543";"2009";"000034"
"2.637242";"2010";"000034"
"0.079965";"2011";"000034"
"0.020743";"2012";"000034"
"0.044332";"2013";"000034"
"0.13315";"2014";"000034"
"0.047685";"2015";"000034"
"0.023641";"2016";"000034"
"0.029794";"2017";"000034"
"0.019858";"2018";"000034"
"0.023849";"2019";"000034"
"0.020336";"2020";"000034"
"-0.018574";"2008";"000035"
"-0.032678";"2009";"000035"
"0.078596";"2010";"000035"
"-0.034279";"2011";"000035"
"-2.065756";"2012";"000035"
"108.365662";"2013";"000035"
"0.053484";"2014";"000035"
"0.051874";"2015";"000035"
"0.035296";"2016";"000035"
"0.027661";"2017";"000035"
"0.025236";"2018";"000035"
"0.016271";"2019";"000035"
"0.016446";"2020";"000035"
"-0.134185";"2008";"000036"
"0.139975";"2009";"000036"
"0.072766";"2010";"000036"
"0.025419";"2011";"000036"
"0.020232";"2012";"000036"
"0.027381";"2013";"000036"
"0.006596";"2014";"000036"
"0.01465";"2015";"000036"
"0.139128";"2016";"000036"
"0.157407";"2017";"000036"
"0.09466";"2018";"000036"
"0.073384";"2019";"000036"
"0.071274";"2020";"000036"
"0.002975";"2008";"000037"
"0.02436";"2009";"000037"
"-0.023382";"2010";"000037"
"0.001656";"2011";"000037"
"-0.04245";"2012";"000037"
"0.013488";"2013";"000037"
"-0.083386";"2014";"000037"
"-0.181081";"2015";"000037"
"0.289836";"2016";"000037"
"0.000131";"2017";"000037"
"0.003765";"2018";"000037"
"0.007981";"2019";"000037"
"0.022485";"2020";"000037"
"0.612599";"2008";"000038"
"0.049999";"2009";"000038"
"0.05796";"2010";"000038"
"0.004151";"2011";"000038"
"0.004569";"2012";"000038"
"0.00427";"2013";"000038"
"-0.080433";"2014";"000038"
"0.010825";"2015";"000038"
"0.037612";"2016";"000038"
"0.06209";"2017";"000038"
"-0.841409";"2018";"000038"
"0.042475";"2019";"000038"
"0.02453";"2020";"000038"
"-0.05492";"2008";"000040"
"0.017735";"2009";"000040"
"0.04046";"2010";"000040"
"0.0744";"2011";"000040"
"0.067669";"2012";"000040"
"0.025972";"2013";"000040"
"0.012453";"2014";"000040"
"0.009166";"2015";"000040"
"0.010142";"2016";"000040"
"0.018681";"2017";"000040"
"0.032723";"2018";"000040"
"-0.030888";"2019";"000040"
"-0.039731";"2020";"000040"
"0.001223";"2008";"000042"
"0.041254";"2009";"000042"
"0.053318";"2010";"000042"
"0.044643";"2011";"000042"
"0.054795";"2012";"000042"
"0.050699";"2013";"000042"
"0.01887";"2014";"000042"
"0.01624";"2015";"000042"
"0.007597";"2016";"000042"
"0.013959";"2017";"000042"
"0.009011";"2018";"000042"
"0.014921";"2019";"000042"
"0.003599";"2020";"000042"
"0.078143";"2008";"000045"
"0.047368";"2009";"000045"
"0.024591";"2010";"000045"
"0.027052";"2011";"000045"
"-0.043064";"2012";"000045"
"0.016559";"2013";"000045"
"-0.040241";"2014";"000045"
"0.002862";"2015";"000045"
"-0.021184";"2016";"000045"
"0.017556";"2017";"000045"
"-0.013488";"2018";"000045"
"-0.004089";"2019";"000045"
"0.008753";"2020";"000045"
"0.010539";"2008";"000046"
"0.017167";"2009";"000046"
"0.005347";"2010";"000046"
"0.010474";"2011";"000046"
"0.025151";"2012";"000046"
"0.028942";"2013";"000046"
"0.023477";"2014";"000046"
"0.022474";"2015";"000046"
"0.018214";"2016";"000046"
"0.01647";"2017";"000046"
"0.004871";"2018";"000046"
"0.00802";"2019";"000046"
"-0.026081";"2020";"000046"
"0.033262";"2008";"000048"
"0.062568";"2009";"000048"
"-0.031783";"2010";"000048"
"0.390126";"2011";"000048"
"0.024975";"2012";"000048"
"-0.007469";"2013";"000048"
"0.060601";"2014";"000048"
"0.108088";"2015";"000048"
"0.003064";"2016";"000048"
"-0.035535";"2017";"000048"
"0.086742";"2018";"000048"
"0.178963";"2019";"000048"
"0.088624";"2020";"000048"
"-0.002482";"2008";"000049"
"-0.060383";"2009";"000049"
"0.103106";"2010";"000049"
"0.110642";"2011";"000049"
"0.091728";"2012";"000049"
"0.081587";"2013";"000049"
"0.066918";"2014";"000049"
"0.090548";"2015";"000049"
"0.067956";"2016";"000049"
"0.047745";"2017";"000049"
"0.05958";"2018";"000049"
"0.076377";"2019";"000049"
"0.081895";"2020";"000049"
"-0.014147";"2008";"000050"
"-0.047853";"2009";"000050"
"0.017638";"2010";"000050"
"0.031971";"2011";"000050"
"0.017629";"2012";"000050"
"0.035796";"2013";"000050"
"0.043774";"2014";"000050"
"0.025687";"2015";"000050"
"0.026254";"2016";"000050"
"0.027222";"2017";"000050"
"0.016388";"2018";"000050"
"0.012672";"2019";"000050"
"0.020046";"2020";"000050"
"0.013774";"2008";"000055"
"0.02491";"2009";"000055"
"0.02425";"2010";"000055"
"0.027449";"2011";"000055"
"0.002768";"2012";"000055"
"0.031313";"2013";"000055"
"0.025306";"2014";"000055"
"0.015281";"2015";"000055"
"0.096653";"2016";"000055"
"0.150949";"2017";"000055"
"0.210732";"2018";"000055"
"0.030498";"2019";"000055"
"0.032172";"2020";"000055"
"-0.044265";"2008";"000056"
"-0.009324";"2009";"000056"
"-0.184631";"2010";"000056"
"-0.138259";"2011";"000056"
"-0.008023";"2012";"000056"
"0.496373";"2013";"000056"
"-0.068953";"2014";"000056"
"0.004796";"2015";"000056"
"0.01094";"2016";"000056"
"0.014824";"2017";"000056"
"0.008952";"2018";"000056"
"0.006123";"2019";"000056"
"-0.02719";"2020";"000056"
"0.03513";"2008";"000058"
"-0.229915";"2009";"000058"
"0.043339";"2010";"000058"
"0.041107";"2011";"000058"
"0.031747";"2012";"000058"
"0.034099";"2013";"000058"
"0.02958";"2014";"000058"
"0.041294";"2015";"000058"
"0.055814";"2016";"000058"
"0.04405";"2017";"000058"
"0.003303";"2018";"000058"
"0.016665";"2019";"000058"
"0.005176";"2020";"000058"
"0.022958";"2008";"000059"
"0.009402";"2009";"000059"
"0.015551";"2010";"000059"
"0.029506";"2011";"000059"
"0.000609";"2012";"000059"
"-0.005695";"2013";"000059"
"-0.042954";"2014";"000059"
"0.012117";"2015";"000059"
"0.058913";"2016";"000059"
"0.062682";"2017";"000059"
"0.034618";"2018";"000059"
"0.035729";"2019";"000059"
"0.012365";"2020";"000059"
"0.051193";"2008";"000060"
"0.044642";"2009";"000060"
"0.065198";"2010";"000060"
"0.077878";"2011";"000060"
"0.037944";"2012";"000060"
"0.02914";"2013";"000060"
"0.038741";"2014";"000060"
"0.016415";"2015";"000060"
"0.020149";"2016";"000060"
"0.057955";"2017";"000060"
"0.04663";"2018";"000060"
"0.042882";"2019";"000060"
"0.045171";"2020";"000060"
"0.020419";"2008";"000061"
"0.02232";"2009";"000061"
"0.030662";"2010";"000061"
"0.02761";"2011";"000061"
"0.009888";"2012";"000061"
"0.01766";"2013";"000061"
"0.009808";"2014";"000061"
"0.002744";"2015";"000061"
"0.005407";"2016";"000061"
"0.003246";"2017";"000061"
"0.005275";"2018";"000061"
"0.020757";"2019";"000061"
"0.022783";"2020";"000061"
"0.015574";"2008";"000062"
"0.073865";"2009";"000062"
"0.046257";"2010";"000062"
"0.010625";"2011";"000062"
"0.056602";"2012";"000062"
"0.083314";"2013";"000062"
"0.116519";"2014";"000062"
"0.060448";"2015";"000062"
"0.063531";"2016";"000062"
"0.05332";"2017";"000062"
"0.074702";"2018";"000062"
"0.063191";"2019";"000062"
"0.058797";"2020";"000062"
"0.037588";"2008";"000063"
"0.039444";"2009";"000063"
"0.041312";"2010";"000063"
"0.021288";"2011";"000063"
"-0.024241";"2012";"000063"
"0.014325";"2013";"000063"
"0.025681";"2014";"000063"
"0.030938";"2015";"000063"
"-0.00994";"2016";"000063"
"0.037415";"2017";"000063"
"-0.053725";"2018";"000063"
"0.040911";"2019";"000063"
"0.031345";"2020";"000063"
"0.014346";"2008";"000065"
"0.019929";"2009";"000065"
"0.025456";"2010";"000065"
"0.036605";"2011";"000065"
"0.044885";"2012";"000065"
"0.049207";"2013";"000065"
"0.045613";"2014";"000065"
"0.034824";"2015";"000065"
"0.04349";"2016";"000065"
"0.047378";"2017";"000065"
"0.053966";"2018";"000065"
"0.050153";"2019";"000065"
"0.043367";"2020";"000065"
"0.004635";"2008";"000066"
"0.023586";"2009";"000066"
"0.02535";"2010";"000066"
"0.014464";"2011";"000066"
"0.002436";"2012";"000066"
"-0.019448";"2013";"000066"
"-0.008379";"2014";"000066"
"-0.004937";"2015";"000066"
"0.005253";"2016";"000066"
"0.04579";"2017";"000066"
"0.066014";"2018";"000066"
"0.053799";"2019";"000066"
"0.035401";"2020";"000066"
"0.006568";"2008";"000068"
"-2.74627";"2009";"000068"
"0.08091";"2010";"000068"
"-0.104039";"2011";"000068"
"0.007428";"2012";"000068"
"-0.062883";"2013";"000068"
"-0.250484";"2014";"000068"
"0.010732";"2015";"000068"
"0.00664";"2016";"000068"
"0.011643";"2017";"000068"
"-0.040564";"2018";"000068"
"0.001904";"2019";"000068"
"-0.048218";"2020";"000068"
"0.083826";"2008";"000069"
"0.060638";"2009";"000069"
"0.068575";"2010";"000069"
"0.052361";"2011";"000069"
"0.055572";"2012";"000069"
"0.056398";"2013";"000069"
"0.058928";"2014";"000069"
"0.045489";"2015";"000069"
"0.049957";"2016";"000069"
"0.042851";"2017";"000069"
"0.038394";"2018";"000069"
"0.037781";"2019";"000069"
"0.034436";"2020";"000069"
"0.031201";"2008";"000070"
"0.033029";"2009";"000070"
"0.039217";"2010";"000070"
"0.023029";"2011";"000070"
"0.027426";"2012";"000070"
"0.028579";"2013";"000070"
"0.02715";"2014";"000070"
"0.028093";"2015";"000070"
"0.045221";"2016";"000070"
"0.048884";"2017";"000070"
"0.041464";"2018";"000070"
"0.045416";"2019";"000070"
"0.005491";"2020";"000070"
"0.006063";"2008";"000078"
"0.000193";"2009";"000078"
"0.013327";"2010";"000078"
"0.0128";"2011";"000078"
"0.017239";"2012";"000078"
"0.028595";"2013";"000078"
"0.008683";"2014";"000078"
"0.040627";"2015";"000078"
"0.02994";"2016";"000078"
"0.026691";"2017";"000078"
"0.017753";"2018";"000078"
"0.012507";"2019";"000078"
"-0.001039";"2020";"000078"
"0.138129";"2008";"000088"
"0.106278";"2009";"000088"
"0.093871";"2010";"000088"
"0.086654";"2011";"000088"
"0.083906";"2012";"000088"
"0.076022";"2013";"000088"
"0.069362";"2014";"000088"
"0.066338";"2015";"000088"
"0.046601";"2016";"000088"
"0.046564";"2017";"000088"
"0.047117";"2018";"000088"
"0.035802";"2019";"000088"
"0.029232";"2020";"000088"
"0.046679";"2008";"000089"
"0.100665";"2009";"000089"
"0.11067";"2010";"000089"
"0.072818";"2011";"000089"
"0.056383";"2012";"000089"
"0.042916";"2013";"000089"
"0.021752";"2014";"000089"
"0.044579";"2015";"000089"
"0.046071";"2016";"000089"
"0.051462";"2017";"000089"
"0.050679";"2018";"000089"
"0.04319";"2019";"000089"
"0.002545";"2020";"000089"
"-0.02129";"2008";"000090"
"0.009799";"2009";"000090"
"0.010902";"2010";"000090"
"0.027095";"2011";"000090"
"0.02916";"2012";"000090"
"0.038648";"2013";"000090"
"0.038224";"2014";"000090"
"0.023703";"2015";"000090"
"0.023127";"2016";"000090"
"0.023194";"2017";"000090"
"0.024428";"2018";"000090"
"0.030601";"2019";"000090"
"0.030384";"2020";"000090"
"0.077164";"2008";"000096"
"0.061164";"2009";"000096"
"0.046543";"2010";"000096"
"0.047325";"2011";"000096"
"0.010561";"2012";"000096"
"0.033357";"2013";"000096"
"0.021448";"2014";"000096"
"0.06737";"2015";"000096"
"0.122159";"2016";"000096"
"0.060702";"2017";"000096"
"0.042204";"2018";"000096"
"0.043773";"2019";"000096"
"0.043255";"2020";"000096"
"0.040944";"2008";"000099"
"0.045251";"2009";"000099"
"0.049693";"2010";"000099"
"0.052258";"2011";"000099"
"0.041085";"2012";"000099"
"0.050666";"2013";"000099"
"0.046189";"2014";"000099"
"0.034962";"2015";"000099"
"0.018331";"2016";"000099"
"0.017003";"2017";"000099"
"0.028101";"2018";"000099"
"0.036019";"2019";"000099"
"0.038741";"2020";"000099"
"0.070177";"2008";"000150"
"0.090027";"2009";"000150"
"0.009673";"2010";"000150"
"0.005288";"2011";"000150"
"0.001408";"2012";"000150"
"0.033835";"2013";"000150"
"0.011798";"2014";"000150"
"0.012102";"2015";"000150"
"0.103158";"2016";"000150"
"0.024188";"2017";"000150"
"0.024254";"2018";"000150"
"-0.261063";"2019";"000150"
"-0.120641";"2020";"000150"
"0.037856";"2008";"000151"
"0.025984";"2009";"000151"
"0.00712";"2010";"000151"
