"iv";"time";"ts_code"
"227.39169794174376";"2009";"000001"
"227.39169794174376";"2009";"000002"
"227.39169794174376";"2009";"000005"
"227.39169794174376";"2009";"000006"
"227.39169794174376";"2009";"000007"
"321.4117733817156";"2009";"000008"
"227.39169794174376";"2009";"000009"
"227.39169794174376";"2009";"000010"
"227.39169794174376";"2009";"000011"
"227.39169794174376";"2009";"000012"
"227.39169794174376";"2009";"000014"
"227.39169794174376";"2009";"000016"
"227.39169794174376";"2009";"000017"
"227.39169794174376";"2009";"000019"
"227.39169794174376";"2009";"000020"
"227.39169794174376";"2009";"000021"
"227.39169794174376";"2009";"000023"
"227.39169794174376";"2009";"000025"
"227.39169794174376";"2009";"000026"
"227.39169794174376";"2009";"000027"
"227.39169794174376";"2009";"000028"
"227.39169794174376";"2009";"000029"
"1158.527751758015";"2009";"000030"
"227.39169794174376";"2009";"000031"
"227.39169794174376";"2009";"000032"
"227.39169794174376";"2009";"000034"
"533.7041725163687";"2009";"000035"
"227.39169794174376";"2009";"000036"
"227.39169794174376";"2009";"000037"
"227.39169794174376";"2009";"000038"
"227.39169794174376";"2009";"000039"
"227.39169794174376";"2009";"000040"
"227.39169794174376";"2009";"000042"
"227.39169794174376";"2009";"000045"
"321.4117733817156";"2009";"000046"
"227.39169794174376";"2009";"000048"
"227.39169794174376";"2009";"000049"
"227.39169794174376";"2009";"000050"
"227.39169794174376";"2009";"000055"
"227.39169794174376";"2009";"000056"
"227.39169794174376";"2009";"000058"
"1041.0542934323294";"2009";"000059"
"227.39169794174376";"2009";"000060"
"227.39169794174376";"2009";"000061"
"227.39169794174376";"2009";"000062"
"227.39169794174376";"2009";"000063"
"321.4117733817156";"2009";"000065"
"227.39169794174376";"2009";"000066"
"227.39169794174376";"2009";"000068"
"227.39169794174376";"2009";"000069"
"227.39169794174376";"2009";"000070"
"227.39169794174376";"2009";"000078"
"227.39169794174376";"2009";"000088"
"227.39169794174376";"2009";"000089"
"227.39169794174376";"2009";"000090"
"227.39169794174376";"2009";"000096"
"227.39169794174376";"2009";"000099"
"227.39169794174376";"2009";"000100"
"227.39169794174376";"2009";"000150"
"321.4117733817156";"2009";"000151"
"539.2519214143387";"2009";"000153"
"672.1006720019535";"2009";"000155"
"244.24213839843972";"2009";"000156"
"792.6004327161137";"2009";"000157"
"272.94482133847333";"2009";"000159"
"533.7041725163687";"2009";"000301"
"686.6694103611844";"2009";"000338"
"1093.292484865187";"2009";"000400"
"1187.104236064934";"2009";"000401"
"321.4117733817156";"2009";"000402"
"681.1646707264739";"2009";"000403"
"1015.8769316306327";"2009";"000404"
"686.6694103611844";"2009";"000407"
"278.72189826005365";"2009";"000408"
"1041.0542934323294";"2009";"000410"
"244.24213839843972";"2009";"000411"
"1187.104236064934";"2009";"000413"
"272.94482133847333";"2009";"000415"
"686.6694103611844";"2009";"000416"
"539.2519214143387";"2009";"000417"
"792.6004327161137";"2009";"000419"
"1158.527751758015";"2009";"000420"
"533.7041725163687";"2009";"000421"
"826.4227829941744";"2009";"000422"
"686.6694103611844";"2009";"000423"
"533.7041725163687";"2009";"000425"
"586.9961716026564";"2009";"000426"
"792.6004327161137";"2009";"000428"
"227.39169794174376";"2009";"000429"
"792.6004327161137";"2009";"000430"
"686.6694103611844";"2009";"000488"
"686.6694103611844";"2009";"000498"
"826.4227829941744";"2009";"000501"
"227.39169794174376";"2009";"000502"
"792.6004327161137";"2009";"000504"
"188.8526804559159";"2009";"000505"
"686.6694103611844";"2009";"000506"
"227.39169794174376";"2009";"000507"
"672.1006720019535";"2009";"000509"
"672.1006720019535";"2009";"000510"
"227.39169794174376";"2009";"000513"
"787.0593076106626";"2009";"000514"
"1285.1312138291325";"2009";"000516"
"244.24213839843972";"2009";"000517"
"533.7041725163687";"2009";"000518"
"792.6004327161137";"2009";"000519"
"826.4227829941744";"2009";"000520"
"539.2519214143387";"2009";"000521"
"227.39169794174376";"2009";"000523"
"227.39169794174376";"2009";"000524"
"533.7041725163687";"2009";"000525"
"416.05123053739806";"2009";"000526"
"591.7553736451707";"2009";"000528"
"227.39169794174376";"2009";"000529"
"1041.0542934323294";"2009";"000530"
"227.39169794174376";"2009";"000531"
"227.39169794174376";"2009";"000532"
"227.39169794174376";"2009";"000533"
"227.39169794174376";"2009";"000534"
"416.05123053739806";"2009";"000536"
"666.3242902673296";"2009";"000537"
"593.6850869018792";"2009";"000538"
"227.39169794174376";"2009";"000539"
"648.4587473172329";"2009";"000540"
"227.39169794174376";"2009";"000541"
"539.2519214143387";"2009";"000543"
"1093.292484865187";"2009";"000544"
"1158.527751758015";"2009";"000545"
"1158.527751758015";"2009";"000546"
"416.05123053739806";"2009";"000547"
"792.6004327161137";"2009";"000548"
"1015.8769316306327";"2009";"000550"
"533.7041725163687";"2009";"000551"
"663.0572679691204";"2009";"000552"
"826.4227829941744";"2009";"000553"
"686.6694103611844";"2009";"000554"
"303.3822675637011";"2009";"000557"
"244.24213839843972";"2009";"000558"
"244.24213839843972";"2009";"000559"
"593.6850869018792";"2009";"000560"
"1285.1312138291325";"2009";"000561"
"1285.1312138291325";"2009";"000563"
"1285.1312138291325";"2009";"000564"
"787.0593076106626";"2009";"000565"
"188.8526804559159";"2009";"000566"
"188.8526804559159";"2009";"000567"
"672.1006720019535";"2009";"000568"
"533.7041725163687";"2009";"000570"
"188.8526804559159";"2009";"000571"
"188.8526804559159";"2009";"000572"
"227.39169794174376";"2009";"000573"
"227.39169794174376";"2009";"000576"
"533.7041725163687";"2009";"000581"
"591.7553736451707";"2009";"000582"
"533.7041725163687";"2009";"000584"
"188.8526804559159";"2009";"000585"
"672.1006720019535";"2009";"000586"
"1394.295066555562";"2009";"000587"
"648.4587473172329";"2009";"000589"
"792.6004327161137";"2009";"000590"
"787.0593076106626";"2009";"000591"
"416.05123053739806";"2009";"000592"
"672.1006720019535";"2009";"000593"
"303.3822675637011";"2009";"000595"
"539.2519214143387";"2009";"000596"
"1041.0542934323294";"2009";"000597"
"672.1006720019535";"2009";"000598"
"686.6694103611844";"2009";"000599"
"1187.104236064934";"2009";"000600"
"227.39169794174376";"2009";"000601"
"321.4117733817156";"2009";"000603"
"321.4117733817156";"2009";"000605"
"278.72189826005365";"2009";"000606"
"244.24213839843972";"2009";"000607"
"591.7553736451707";"2009";"000608"
"321.4117733817156";"2009";"000609"
"1285.1312138291325";"2009";"000610"
"586.9961716026564";"2009";"000611"
"1093.292484865187";"2009";"000612"
"188.8526804559159";"2009";"000613"
"826.4227829941744";"2009";"000615"
"1041.0542934323294";"2009";"000616"
"272.94482133847333";"2009";"000617"
"539.2519214143387";"2009";"000619"
"321.4117733817156";"2009";"000620"
"792.6004327161137";"2009";"000622"
"1158.527751758015";"2009";"000623"
"787.0593076106626";"2009";"000625"
"533.7041725163687";"2009";"000626"
"826.4227829941744";"2009";"000627"
"672.1006720019535";"2009";"000628"
"672.1006720019535";"2009";"000629"
"539.2519214143387";"2009";"000630"
"1158.527751758015";"2009";"000631"
"416.05123053739806";"2009";"000632"
"272.94482133847333";"2009";"000633"
"303.3822675637011";"2009";"000635"
"227.39169794174376";"2009";"000636"
"227.39169794174376";"2009";"000637"
"686.6694103611844";"2009";"000639"
"1015.8769316306327";"2009";"000650"
"227.39169794174376";"2009";"000651"
"666.3242902673296";"2009";"000652"
"686.6694103611844";"2009";"000655"
"787.0593076106626";"2009";"000656"
"188.8526804559159";"2009";"000657"
"227.39169794174376";"2009";"000659"
"1158.527751758015";"2009";"000661"
"416.05123053739806";"2009";"000663"
"826.4227829941744";"2009";"000665"
"321.4117733817156";"2009";"000666"
"593.6850869018792";"2009";"000667"
"686.6694103611844";"2009";"000668"
"1158.527751758015";"2009";"000669"
"416.05123053739806";"2009";"000671"
"663.0572679691204";"2009";"000672"
"681.1646707264739";"2009";"000673"
"227.39169794174376";"2009";"000676"
"686.6694103611844";"2009";"000677"
"826.4227829941744";"2009";"000678"
"1041.0542934323294";"2009";"000679"
"686.6694103611844";"2009";"000680"
"533.7041725163687";"2009";"000681"
"686.6694103611844";"2009";"000682"
"586.9961716026564";"2009";"000683"
"227.39169794174376";"2009";"000685"
"1158.527751758015";"2009";"000686"
"227.39169794174376";"2009";"000687"
"787.0593076106626";"2009";"000688"
"227.39169794174376";"2009";"000690"
"663.0572679691204";"2009";"000691"
"1041.0542934323294";"2009";"000692"
"666.3242902673296";"2009";"000695"
"1285.1312138291325";"2009";"000697"
"1041.0542934323294";"2009";"000698"
"533.7041725163687";"2009";"000700"
"416.05123053739806";"2009";"000701"
"792.6004327161137";"2009";"000702"
"591.7553736451707";"2009";"000703"
"244.24213839843972";"2009";"000705"
"826.4227829941744";"2009";"000707"
"826.4227829941744";"2009";"000708"
"1187.104236064934";"2009";"000709"
"672.1006720019535";"2009";"000710"
"1394.295066555562";"2009";"000711"
"227.39169794174376";"2009";"000712"
"539.2519214143387";"2009";"000713"
"1041.0542934323294";"2009";"000715"
"591.7553736451707";"2009";"000716"
"227.39169794174376";"2009";"000717"
"1158.527751758015";"2009";"000718"
"1093.292484865187";"2009";"000719"
"686.6694103611844";"2009";"000720"
"1285.1312138291325";"2009";"000721"
"792.6004327161137";"2009";"000722"
"681.1646707264739";"2009";"000723"
"321.4117733817156";"2009";"000725"
"686.6694103611844";"2009";"000726"
"533.7041725163687";"2009";"000727"
