"money";"ts_code";"time"
"600400000";"000001";"2011"
"415906000";"000001";"2011"
"184494000";"000001";"2011"
"176815000";"000001";"2012"
"167365000";"000001";"2012"
"344180000";"000001";"2012"
"127000000";"000001";"2013"
"256000000";"000001";"2013"
"0";"000001";"2013"
"342000000";"000001";"2014"
"458000000";"000001";"2014"
"116000000";"000001";"2014"
"291000000";"000001";"2015"
"334000000";"000001";"2015"
"0";"000001";"2015"
"397000000";"000001";"2016"
"298000000";"000001";"2016"
"99000000";"000001";"2016"
"603000000";"000001";"2017"
"385000000";"000001";"2017"
"218000000";"000001";"2017"
"956000000";"000001";"2018"
"597000000";"000001";"2018"
"359000000";"000001";"2018"
"892000000";"000001";"2019"
"1014000000";"000001";"2019"
"0";"000001";"2019"
"753000000";"000001";"2020"
"0";"000001";"2020"
"531000000";"000001";"2020"
"753000000";"000001";"2020"
"0";"000001";"2020"
"531000000";"000001";"2020"
"6000";"000004";"2009"
"0";"000004";"2009"
"6000";"000004";"2009"
"0";"000004";"2010"
"4273";"000004";"2010"
"0";"000004";"2010"
"10200";"000004";"2011"
"5800";"000004";"2011"
"16000";"000004";"2011"
"0";"000004";"2012"
"10200";"000004";"2012"
"0";"000004";"2012"
"0";"000004";"2013"
"0";"000004";"2013"
"0";"000004";"2013"
"0";"000004";"2019"
"0";"000004";"2019"
"0";"000004";"2019"
"2050000";"000004";"2020"
"9487035";"000004";"2020"
"1154198";"000004";"2020"
"0";"000004";"2020"
"895801";"000004";"2020"
"5270168";"000004";"2020"
"0";"000005";"2015"
"0";"000005";"2015"
"0";"000005";"2015"
"0";"000005";"2016"
"54190";"000005";"2016"
"0";"000005";"2016"
"0";"000005";"2017"
"0";"000005";"2017"
"54190";"000005";"2017"
"28450";"000005";"2018"
"54428";"000005";"2018"
"0";"000005";"2018"
"115045";"000005";"2019"
"62787";"000005";"2019"
"52257";"000005";"2019"
"55350";"000005";"2020"
"69977";"000005";"2020"
"0";"000005";"2020"
"0";"000007";"2009"
"0";"000007";"2009"
"0";"000007";"2009"
"780";"000007";"2009"
"29433";"000007";"2009"
"17567";"000007";"2009"
"0";"000007";"2009"
"0";"000007";"2009"
"0";"000007";"2009"
"0";"000007";"2009"
"0";"000007";"2009"
"0";"000007";"2009"
"0";"000007";"2010"
"0";"000007";"2010"
"0";"000007";"2010"
"0";"000007";"2010"
"25233";"000007";"2010"
"5022";"000007";"2010"
"0";"000007";"2010"
"0";"000007";"2010"
"0";"000007";"2010"
"0";"000007";"2011"
"0";"000007";"2011"
"0";"000007";"2011"
"0";"000007";"2011"
"26000";"000007";"2011"
"1308";"000007";"2011"
"0";"000007";"2011"
"0";"000007";"2011"
"0";"000007";"2011"
"0";"000007";"2012"
"0";"000007";"2012"
"26001";"000007";"2012"
"0";"000007";"2012"
"0";"000007";"2012"
"0";"000007";"2012"
"0";"000007";"2013"
"0";"000007";"2013"
"0";"000007";"2013"
"0";"000007";"2013"
"17333";"000007";"2013"
"43000";"000007";"2013"
"0";"000007";"2014"
"0";"000007";"2014"
"0";"000007";"2014"
"43000";"000007";"2014"
"0";"000007";"2014"
"0";"000007";"2015"
"0";"000007";"2015"
"0";"000007";"2015"
"43000";"000007";"2015"
"0";"000007";"2015"
"0";"000007";"2016"
"43000";"000007";"2016"
"0";"000007";"2016"
"0";"000007";"2017"
"0";"000007";"2017"
"43000";"000007";"2017"
"0";"000007";"2017"
"0";"000007";"2017"
"0";"000007";"2017"
"0";"000007";"2018"
"0";"000007";"2018"
"43000";"000007";"2018"
"17700";"000007";"2018"
"0";"000007";"2018"
"0";"000007";"2018"
"0";"000007";"2019"
"0";"000007";"2019"
"39417";"000007";"2019"
"16225";"000007";"2019"
"0";"000007";"2019"
"0";"000007";"2019"
"0";"000007";"2020"
"0";"000007";"2020"
"43000";"000007";"2020"
"17700";"000007";"2020"
"0";"000007";"2020"
"0";"000007";"2020"
"0";"000008";"2011"
"0";"000008";"2011"
"0";"000008";"2011"
"278104";"000008";"2012"
"1405772";"000008";"2012"
"1683877";"000008";"2012"
"21333";"000008";"2013"
"465062";"000008";"2013"
"0";"000008";"2013"
"1910869";"000008";"2015"
"942301";"000008";"2015"
"968569";"000008";"2015"
"2007311";"000008";"2016"
"0";"000008";"2016"
"2303333";"000008";"2016"
"1962261";"000008";"2017"
"1263892";"000008";"2017"
"698369";"000008";"2017"
"23186204";"000008";"2018"
"4067584";"000008";"2018"
"19118620";"000008";"2018"
"41600959";"000008";"2019"
"7269741";"000008";"2019"
"34331218";"000008";"2019"
"29552485";"000008";"2020"
"12088172";"000008";"2020"
"17464313";"000008";"2020"
"0";"000009";"2009"
"0";"000009";"2009"
"0";"000009";"2009"
"97845";"000009";"2009"
"1210525";"000009";"2010"
"414139";"000009";"2010"
"796386";"000009";"2010"
"0";"000009";"2011"
"0";"000009";"2011"
"0";"000009";"2011"
"2496223";"000009";"2012"
"3205751";"000009";"2012"
"709528";"000009";"2012"
"2167161";"000009";"2013"
"1497221";"000009";"2013"
"669940";"000009";"2013"
"2553988";"000009";"2014"
"1611445";"000009";"2014"
"942543";"000009";"2014"
"1760039";"000009";"2015"
"1927367";"000009";"2015"
"0";"000009";"2015"
"3972635";"000009";"2016"
"1943178";"000009";"2016"
"2029457";"000009";"2016"
"7440652";"000009";"2017"
"3175958";"000009";"2017"
"0";"000009";"2017"
"4222004";"000009";"2017"
"6395660";"000009";"2018"
"5449636";"000009";"2018"
"1681890";"000009";"2018"
"0";"000009";"2018"
"553213";"000009";"2019"
"4037632";"000009";"2019"
"0";"000009";"2019"
"0";"000009";"2019"
"9361469";"000009";"2020"
"3599626";"000009";"2020"
"0";"000009";"2020"
"5761843";"000009";"2020"
"24000";"000010";"2009"
"59090";"000010";"2009"
"0";"000010";"2009"
"44500";"000010";"2010"
"60365";"000010";"2010"
"0";"000010";"2010"
"11800";"000010";"2011"
"59007";"000010";"2011"
"0";"000010";"2011"
"5000";"000010";"2012"
"55746";"000010";"2012"
"0";"000010";"2012"
"231179";"000010";"2013"
"20484";"000010";"2013"
"210695";"000010";"2013"
"240821";"000010";"2015"
"67148";"000010";"2015"
"173673";"000010";"2015"
"329181";"000010";"2016"
"115528";"000010";"2016"
"213653";"000010";"2016"
"155473";"000010";"2017"
"155119";"000010";"2017"
"353";"000010";"2017"
"860490";"000010";"2018"
"154264";"000010";"2018"
"706227";"000010";"2018"
"0";"000010";"2019"
"0";"000010";"2019"
"0";"000010";"2019"
"0";"000010";"2020"
"85870";"000010";"2020"
"0";"000010";"2020"
"0";"000011";"2012"
"3900";"000011";"2012"
"0";"000011";"2012"
"0";"000011";"2013"
"260";"000011";"2013"
"0";"000011";"2013"
"0";"000011";"2015"
"0";"000011";"2015"
"0";"000011";"2016"
"0";"000011";"2016"
"0";"000011";"2020"
"218320";"000011";"2020"
"0";"000011";"2020"
"0";"000014";"2013"
"0";"000014";"2013"
"0";"000014";"2013"
"0";"000014";"2014"
"41000";"000014";"2014"
"0";"000014";"2014"
"675500";"000014";"2015"
"119808";"000014";"2015"
"555692";"000014";"2015"
"0";"000014";"2016"
"176100";"000014";"2016"
"0";"000014";"2016"
"0";"000014";"2017"
"176100";"000014";"2017"
"0";"000014";"2017"
"0";"000014";"2018"
"158400";"000014";"2018"
"0";"000014";"2018"
"0";"000014";"2019"
"135100";"000014";"2019"
"0";"000014";"2019"
"0";"000014";"2020"
"56292";"000014";"2020"
"0";"000014";"2020"
"13707273";"000016";"2018"
"8508690";"000016";"2018"
"5198582";"000016";"2018"
"19316816";"000016";"2019"
"7689366";"000016";"2019"
"11627450";"000016";"2019"
"6252020";"000016";"2020"
"18655803";"000016";"2020"
"12403784";"000016";"2020"
"0";"000018";"2009"
"0";"000018";"2009"
"0";"000018";"2009"
"0";"000018";"2009"
"0";"000018";"2010"
"0";"000018";"2010"
"0";"000018";"2010"
"0";"000018";"2010"
"0";"000018";"2011"
"0";"000018";"2011"
"0";"000018";"2011"
"0";"000018";"2011"
"0";"000018";"2012"
"0";"000018";"2012"
"0";"000018";"2012"
"0";"000018";"2012"
"0";"000018";"2013"
"0";"000018";"2013"
"0";"000018";"2013"
"0";"000018";"2013"
"1625624";"000018";"2015"
"472118";"000018";"2015"
"1153506";"000018";"2015"
"2021557";"000018";"2016"
"1119407";"000018";"2016"
"902150";"000018";"2016"
"134853";"000018";"2017"
"825567";"000018";"2017"
"0";"000018";"2017"
"0";"000018";"2018"
"902968";"000018";"2018"
"0";"000018";"2018"
"0";"000019";"2013"
"0";"000019";"2013"
"0";"000019";"2013"
"0";"000019";"2014"
"67552";"000019";"2014"
"0";"000019";"2014"
"300000";"000019";"2015"
"352118";"000019";"2015"
"0";"000019";"2015"
"1441361";"000019";"2017"
"557045";"000019";"2017"
"0";"000019";"2017"
"0";"000019";"2017"
"0";"000020";"2012"
"14022";"000020";"2012"
"0";"000020";"2012"
"309470";"000020";"2013"
"9188";"000020";"2013"
"300282";"000020";"2013"
"0";"000020";"2015"
"49886";"000020";"2015"
"0";"000020";"2015"
"0";"000020";"2016"
"49886";"000020";"2016"
"0";"000020";"2016"
"0";"000020";"2017"
"49886";"000020";"2017"
"0";"000020";"2017"
"0";"000020";"2018"
"0";"000020";"2018"
"0";"000020";"2018"
"3034538";"000020";"2019"
"326710";"000020";"2019"
"0";"000020";"2019"
"2598399";"000020";"2019"
"0";"000020";"2020"
"282454";"000020";"2020"
"0";"000020";"2020"
"0";"000020";"2020"
"0";"000021";"2015"
"0";"000021";"2015"
"0";"000021";"2015"
"1111809";"000021";"2016"
"758791";"000021";"2016"
"353018";"000021";"2016"
"41981";"000021";"2017"
"653085";"000021";"2017"
"0";"000021";"2017"
"2756450";"000021";"2018"
"786862";"000021";"2018"
"1969588";"000021";"2018"
"1211526";"000021";"2019"
"1088140";"000021";"2019"
"123385";"000021";"2019"
"2927192";"000021";"2020"
"807285";"000021";"2020"
"2119908";"000021";"2020"
"652000";"000022";"2009"
"759897";"000022";"2009"
"0";"000022";"2009"
"927971";"000022";"2010"
"758362";"000022";"2010"
"169609";"000022";"2010"
"3205000";"000022";"2011"
"748954";"000022";"2011"
"2456046";"000022";"2011"
"7475372";"000022";"2012"
"1091263";"000022";"2012"
"6384109";"000022";"2012"
"0";"000022";"2013"
"1526926";"000022";"2013"
"0";"000022";"2013"
"0";"000022";"2013"
"2902857";"000022";"2014"
"1458203";"000022";"2014"
"1444654";"000022";"2014"
"0";"000022";"2015"
"0";"000022";"2015"
"0";"000022";"2015"
"1114804";"000022";"2016"
"1958677";"000022";"2016"
"0";"000022";"2016"
"903410";"000022";"2017"
"2391765";"000022";"2017"
"0";"000022";"2017"
"0";"000023";"2012"
"0";"000023";"2012"
"0";"000023";"2012"
"2714800";"000023";"2013"
"96228";"000023";"2013"
"2618571";"000023";"2013"
"0";"000023";"2015"
"360085";"000023";"2015"
"0";"000023";"2015"
"4500";"000024";"2009"
"44591";"000024";"2009"
"0";"000024";"2009"
"0";"000024";"2009"
"0";"000024";"2010"
"0";"000024";"2010"
"0";"000024";"2010"
"0";"000024";"2013"
"0";"000024";"2013"
"0";"000024";"2013"
"816320";"000024";"2014"
"1900374";"000024";"2014"
"0";"000024";"2014"
"0";"000025";"2009"
"40000";"000025";"2009"
"0";"000025";"2009"
"0";"000025";"2009"
"50000";"000025";"2010"
"40833";"000025";"2010"
"9167";"000025";"2010"
"0";"000025";"2011"
"50000";"000025";"2011"
"0";"000025";"2011"
"0";"000025";"2012"
"50000";"000025";"2012"
"0";"000025";"2012"
"0";"000025";"2013"
"65834";"000025";"2013"
"0";"000025";"2013"
"409685";"000025";"2014"
"72780";"000025";"2014"
"0";"000025";"2014"
"277500";"000025";"2015"
"91437";"000025";"2015"
"186063";"000025";"2015"
"133000";"000025";"2016"
"144304";"000025";"2016"
"0";"000025";"2016"
"0";"000025";"2017"
"164037";"000025";"2017"
"0";"000025";"2017"
"23000";"000025";"2018"
"166720";"000025";"2018"
"0";"000025";"2018"
"488960";"000025";"2019"
"118952";"000025";"2019"
"370008";"000025";"2019"
"2575109";"000025";"2020"
"425869";"000025";"2020"
"2149240";"000025";"2020"
"590570";"000026";"2009"
"238300";"000026";"2009"
"352270";"000026";"2009"
"444444";"000026";"2010"
"422660";"000026";"2010"
"21785";"000026";"2010"
"565921";"000026";"2011"
"514536";"000026";"2011"
"51385";"000026";"2011"
"466320";"000026";"2012"
"577943";"000026";"2012"
"0";"000026";"2012"
"835757";"000026";"2013"
"638906";"000026";"2013"
"196851";"000026";"2013"
"233199";"000026";"2014"
"129253";"000026";"2014"
"103946";"000026";"2014"
"2327148";"000026";"2015"
"657161";"000026";"2015"
"1669988";"000026";"2015"
"4021588";"000026";"2016"
"956264";"000026";"2016"
"3065324";"000026";"2016"
"8924839";"000026";"2017"
"2710415";"000026";"2017"
"3982479";"000026";"2018"
"1124998";"000026";"2018"
"2857480";"000026";"2018"
"226911";"000026";"2019"
"4372412";"000026";"2019"
"0";"000026";"2019"
"5020566";"000026";"2020"
"6164217";"000026";"2020"
"0";"000026";"2020"
"1044665";"000028";"2009"
"932438";"000028";"2009"
"0";"000028";"2009"
"112226";"000028";"2009"
"1916624";"000028";"2010"
"1587899";"000028";"2010"
"328725";"000028";"2010"
"879159";"000028";"2011"
"1816259";"000028";"2011"
"0";"000028";"2011"
"0";"000028";"2011"
"5330642";"000028";"2012"
"0";"000028";"2012"
"2189622";"000028";"2012"
"0";"000028";"2012"
"0";"000028";"2012"
"0";"000028";"2012"
"3141021";"000028";"2012"
"0";"000028";"2012"
"2451234";"000028";"2013"
"0";"000028";"2013"
"2117788";"000028";"2013"
"1682857";"000028";"2013"
"333445";"000028";"2013"
"0";"000028";"2013"
"3151023";"000028";"2014"
"0";"000028";"2014"
"2347727";"000028";"2014"
"1682857";"000028";"2014"
"0";"000028";"2014"
"538344";"000028";"2014"
"0";"000028";"2014"
"1341065";"000028";"2015"
"0";"000028";"2015"
"2710146";"000028";"2015"
"1682857";"000028";"2015"
"0";"000028";"2015"
"0";"000028";"2015"
"0";"000028";"2015"
"5635400";"000028";"2016"
"0";"000028";"2016"
"5645729";"000028";"2016"
"5605858";"000028";"2016"
"0";"000028";"2016"
"254623";"000028";"2016"
"0";"000028";"2016"
"25525932";"000028";"2017"
"0";"000028";"2017"
"10616221";"000028";"2017"
"5605857";"000028";"2017"
"14909711";"000028";"2017"
"0";"000028";"2017"
"16634047";"000028";"2018"
"0";"000028";"2018"
"13006146";"000028";"2018"
"5605857";"000028";"2018"
"3627901";"000028";"2018"
"0";"000028";"2018"
"31480735";"000028";"2019"
"0";"000028";"2019"
"18706590";"000028";"2019"
"5605857";"000028";"2019"
"12774146";"000028";"2019"
"0";"000028";"2019"
"22672636";"000028";"2020"
"171456536";"000028";"2020"
"22434088";"000028";"2020"
"14680839";"000028";"2020"
"238548";"000028";"2020"
"156775696";"000028";"2020"
"31800";"000029";"2009"
"0";"000029";"2009"
"0";"000029";"2009"
"218000";"000029";"2010"
"70533";"000029";"2010"
"147466";"000029";"2010"
"276000";"000029";"2011"
"124600";"000029";"2011"
"151400";"000029";"2011"
"0";"000029";"2012"
"162400";"000029";"2012"
"0";"000029";"2012"
"1429800";"000029";"2013"
"374760";"000029";"2013"
"0";"000029";"2013"
"1055040";"000029";"2013"
"0";"000029";"2014"
"384760";"000029";"2014"
"0";"000029";"2014"
"0";"000029";"2015"
"167580";"000029";"2015"
"0";"000029";"2015"
"0";"000029";"2016"
"341160";"000029";"2016"
"0";"000029";"2016"
"0";"000029";"2017"
"285960";"000029";"2017"
"0";"000029";"2017"
"0";"000029";"2018"
"55200";"000029";"2018"
"0";"000029";"2018"
"0";"000029";"2019"
"0";"000029";"2019"
"0";"000029";"2019"
"0";"000029";"2020"
"0";"000029";"2020"
"0";"000029";"2020"
"777232";"000030";"2013"
"841841";"000030";"2013"
"0";"000030";"2013"
"1336470";"000030";"2014"
"1173274";"000030";"2014"
"163195";"000030";"2014"
"9347577";"000030";"2016"
"2281052";"000030";"2016"
"7066525";"000030";"2016"
"10736814";"000030";"2017"
"3343793";"000030";"2017"
"7393022";"000030";"2017"
"0";"000031";"2010"
"0";"000031";"2010"
"0";"000031";"2010"
"55098";"000031";"2011"
"740774";"000031";"2011"
"795872";"000031";"2011"
"1317540";"000031";"2012"
"315677";"000031";"2012"
"1001863";"000031";"2012"
"679340";"000031";"2013"
"462207";"000031";"2013"
"217133";"000031";"2013"
"4192759";"000031";"2014"
"863125";"000031";"2014"
"3329634";"000031";"2014"
"10667128";"000031";"2015"
"1718397";"000031";"2015"
"8948730";"000031";"2015"
"12088096";"000031";"2016"
"2157310";"000031";"2016"
"9930785";"000031";"2016"
"9473315";"000031";"2017"
"6587670";"000031";"2017"
"2885646";"000031";"2017"
"8416402";"000031";"2018"
"7770670";"000031";"2018"
"645732";"000031";"2018"
"10826007";"000031";"2019"
"19442344";"000031";"2019"
"0";"000031";"2019"
"20290002";"000031";"2020"
"26155663";"000031";"2020"
"0";"000031";"2020"
"0";"000031";"2020"
"22845";"000032";"2015"
"14383";"000032";"2015"
"8462";"000032";"2015"
"0";"000032";"2016"
"0";"000032";"2016"
"15147";"000032";"2016"
"0";"000032";"2017"
"15147";"000032";"2017"
"0";"000032";"2017"
"326401";"000032";"2018"
"29157";"000032";"2018"
"297244";"000032";"2018"
"0";"000032";"2019"
"51039";"000032";"2019"
"0";"000032";"2019"
"0";"000032";"2020"
"0";"000032";"2020"
"0";"000032";"2020"
"35770";"000033";"2009"
"84016";"000033";"2009"
"0";"000033";"2009"
"0";"000033";"2009"
"0";"000033";"2010"
"92918";"000033";"2010"
"0";"000033";"2010"
"174759";"000033";"2011"
"64881";"000033";"2011"
"109878";"000033";"2011"
"85400";"000033";"2012"
"61061";"000033";"2012"
"24339";"000033";"2012"
"29054";"000033";"2013"
"73887";"000033";"2013"
"0";"000033";"2013"
"49081";"000033";"2015"
"62041";"000033";"2015"
"0";"000033";"2015"
"51920";"000033";"2016"
"71679";"000033";"2016"
"0";"000033";"2016"
"0";"000034";"2012"
"0";"000034";"2012"
"0";"000034";"2012"
"0";"000034";"2012"
"6700";"000034";"2013"
"18860";"000034";"2013"
"0";"000034";"2013"
"0";"000034";"2013"
"0";"000034";"2014"
"18860";"000034";"2014"
"0";"000034";"2014"
"0";"000034";"2015"
"32918";"000034";"2015"
"0";"000034";"2015"
"304660";"000034";"2016"
"0";"000034";"2016"
"0";"000034";"2016"
"0";"000034";"2016"
"373253";"000034";"2016"
"0";"000034";"2016"
"11220105";"000034";"2017"
"6181708";"000034";"2017"
"891648";"000034";"2017"
"5303029";"000034";"2017"
"10328456";"000034";"2017"
"878679";"000034";"2017"
"0";"000034";"2018"
"0";"000034";"2018"
"2325153";"000034";"2018"
"5818171";"000034";"2018"
"0";"000034";"2018"
"0";"000034";"2018"
"1703547";"000034";"2019"
"2436946";"000034";"2019"
"0";"000034";"2019"
"452688";"000034";"2020"
"2674956";"000034";"2020"
"0";"000034";"2020"
"0";"000035";"2009"
"0";"000035";"2009"
"0";"000035";"2009"
"0";"000035";"2009"
"0";"000035";"2010"
"0";"000035";"2010"
"0";"000035";"2010"
"0";"000035";"2010"
"0";"000035";"2011"
"0";"000035";"2011"
"0";"000035";"2011"
"0";"000035";"2011"
"0";"000035";"2012"
"0";"000035";"2012"
"0";"000035";"2012"
"0";"000035";"2013"
"0";"000035";"2013"
"0";"000035";"2013"
"2328700";"000035";"2015"
"497258";"000035";"2015"
"1831443";"000035";"2015"
"1231186";"000035";"2016"
"934113";"000035";"2016"
"297072";"000035";"2016"
"7332193";"000035";"2017"
"1786668";"000035";"2017"
"5545525";"000035";"2017"
"1204694";"000035";"2018"
"3945454";"000035";"2018"
"2740761";"000035";"2018"
"620424";"000035";"2019"
"2976776";"000035";"2019"
"0";"000035";"2019"
"2830919";"000035";"2020"
"5027776";"000035";"2020"
"0";"000035";"2020"
"0";"000036";"2009"
"0";"000036";"2009"
"0";"000036";"2009"
"15980";"000036";"2009"
"17600";"000036";"2009"
"13903";"000036";"2009"
"0";"000036";"2009"
"16107";"000036";"2009"
"0";"000036";"2009"
"0";"000036";"2009"
"0";"000036";"2009"
"0";"000036";"2009"
"0";"000036";"2009"
"0";"000036";"2009"
"4242";"000036";"2009"
"0";"000036";"2009"
"0";"000036";"2010"
"7800";"000036";"2010"
"0";"000036";"2010"
"7700";"000036";"2010"
"0";"000036";"2010"
"17600";"000036";"2010"
"2506";"000036";"2010"
"7130";"000036";"2010"
"11524";"000036";"2010"
"0";"000036";"2010"
"0";"000036";"2010"
"5295";"000036";"2010"
"0";"000036";"2010"
"0";"000036";"2010"
"0";"000036";"2010"
"0";"000036";"2011"
"0";"000036";"2011"
"0";"000036";"2011"
"3800";"000036";"2011"
"0";"000036";"2011"
"0";"000036";"2011"
"0";"000036";"2011"
"0";"000036";"2011"
"13200";"000036";"2011"
"1430";"000036";"2011"
"6378";"000036";"2011"
"7463";"000036";"2011"
"3120";"000036";"2011"
"0";"000036";"2011"
"0";"000036";"2011"
"0";"000036";"2011"
"0";"000036";"2011"
"0";"000036";"2011"
"0";"000036";"2011"
"0";"000036";"2011"
"0";"000036";"2011"
"0";"000036";"2011"
"0";"000036";"2011"
"0";"000036";"2011"
"0";"000036";"2012"
"0";"000036";"2012"
"0";"000036";"2012"
"0";"000036";"2012"
"0";"000036";"2012"
"0";"000036";"2012"
"0";"000036";"2012"
"1012790";"000036";"2012"
"0";"000036";"2012"
"1560";"000036";"2012"
"4874";"000036";"2012"
"8096";"000036";"2012"
"3120";"000036";"2012"
"391250";"000036";"2012"
"76600";"000036";"2012"
"56041";"000036";"2012"
"0";"000036";"2012"
"0";"000036";"2012"
"0";"000036";"2012"
"0";"000036";"2012"
"0";"000036";"2012"
"0";"000036";"2012"
"0";"000036";"2012"
"956749";"000036";"2012"
"0";"000036";"2013"
"22000";"000036";"2013"
"0";"000036";"2013"
"0";"000036";"2013"
"0";"000036";"2013"
"0";"000036";"2013"
"0";"000036";"2013"
"0";"000036";"2013"
"118600";"000036";"2013"
"0";"000036";"2013"
"0";"000036";"2013"
"4533";"000036";"2013"
"0";"000036";"2013"
"5929";"000036";"2013"
"3200";"000036";"2013"
"391250";"000036";"2013"
"76600";"000036";"2013"
"85770";"000036";"2013"
"68661";"000036";"2013"
"0";"000036";"2013"
"17466";"000036";"2013"
"0";"000036";"2013"
"0";"000036";"2013"
"0";"000036";"2013"
"0";"000036";"2013"
"0";"000036";"2013"
"49939";"000036";"2013"
"0";"000036";"2013"
"558357";"000036";"2015"
"952467";"000036";"2015"
"0";"000036";"2015"
"4329215";"000036";"2016"
"1118554";"000036";"2016"
"3210662";"000036";"2016"
"0";"000036";"2017"
"491511";"000036";"2017"
"0";"000036";"2017"
"0";"000036";"2018"
"1654507";"000036";"2018"
"0";"000036";"2018"
"6000";"000036";"2019"
"1242744";"000036";"2019"
"0";"000036";"2019"
"0";"000036";"2020"
"1009982";"000036";"2020"
"0";"000036";"2020"
"0";"000037";"2009"
"50720";"000037";"2009"
"0";"000037";"2009"
"0";"000037";"2009"
"0";"000037";"2010"
"47526";"000037";"2010"
"0";"000037";"2010"
"0";"000037";"2010"
"0";"000037";"2010"
"47358";"000037";"2010"
"0";"000037";"2010"
"2740040";"000037";"2011"
"350247";"000037";"2011"
"0";"000037";"2011"
"2389793";"000037";"2011"
"222490";"000037";"2012"
"399872";"000037";"2012"
"0";"000037";"2012"
"0";"000037";"2012"
"102589";"000037";"2013"
"1340030";"000037";"2013"
"0";"000037";"2013"
"426383";"000037";"2014"
"467105";"000037";"2014"
"0";"000037";"2014"
"17600";"000037";"2015"
"422716";"000037";"2015"
"0";"000037";"2015"
"0";"000037";"2016"
"335892";"000037";"2016"
"0";"000037";"2016"
"0";"000037";"2017"
"148028";"000037";"2017"
"0";"000037";"2017"
"0";"000037";"2018"
"0";"000037";"2018"
"280677";"000037";"2018"
"3328";"000037";"2018"
"0";"000037";"2018"
"0";"000037";"2018"
"43979";"000037";"2019"
"229822";"000037";"2019"
"0";"000037";"2019"
"213631";"000037";"2020"
"207891";"000037";"2020"
"5739";"000037";"2020"
"0";"000038";"2016"
"0";"000038";"2016"
"0";"000038";"2016"
"0";"000038";"2016"
"0";"000038";"2016"
"0";"000038";"2016"
"0";"000038";"2017"
"1061688";"000038";"2017"
"2190422";"000038";"2017"
"42341";"000038";"2017"
"0";"000038";"2017"
"1019347";"000038";"2017"
"0";"000038";"2018"
"0";"000038";"2018"
"2190421";"000038";"2018"
"158200";"000038";"2018"
"0";"000038";"2018"
"0";"000038";"2018"
"0";"000038";"2019"
"0";"000038";"2019"
"0";"000038";"2019"
"0";"000038";"2019"
"50264";"000038";"2020"
"833757";"000038";"2020"
"0";"000038";"2020"
"0";"000038";"2020"
"1142229";"000040";"2016"
"154116";"000040";"2016"
"988114";"000040";"2016"
"8123993";"000040";"2017"
"275252";"000040";"2017"
"7848741";"000040";"2017"
"10837528";"000040";"2018"
"1212020";"000040";"2018"
"9625508";"000040";"2018"
"7508678";"000040";"2019"
"1669411";"000040";"2019"
"5839267";"000040";"2019"
"3536734";"000040";"2020"
"2136066";"000040";"2020"
"1400668";"000040";"2020"
"271450";"000042";"2009"
"1551236";"000042";"2009"
"0";"000042";"2009"
"0";"000042";"2009"
"44875";"000042";"2010"
"1052134";"000042";"2010"
"0";"000042";"2010"
"609173";"000042";"2011"
"198111";"000042";"2011"
"411062";"000042";"2011"
"90500";"000042";"2012"
"367774";"000042";"2012"
"0";"000042";"2012"
"744850";"000042";"2013"
"380626";"000042";"2013"
"364224";"000042";"2013"
"281346";"000042";"2014"
"434536";"000042";"2014"
"0";"000042";"2014"
"8276836";"000042";"2015"
"799823";"000042";"2015"
"7477013";"000042";"2015"
"2183444";"000042";"2016"
"2558441";"000042";"2016"
"0";"000042";"2016"
"2747406";"000042";"2017"
"3890073";"000042";"2017"
"0";"000042";"2017"
"2364598";"000042";"2018"
"4614305";"000042";"2018"
"0";"000042";"2018"
"1183978";"000042";"2019"
"2793907";"000042";"2019"
"0";"000042";"2019"
"371302";"000042";"2020"
"1479830";"000042";"2020"
"0";"000042";"2020"
"0";"000043";"2010"
"24720";"000043";"2010"
"0";"000043";"2010"
"0";"000043";"2011"
"0";"000043";"2011"
"0";"000043";"2011"
"0";"000045";"2012"
"0";"000045";"2012"
"0";"000045";"2012"
"0";"000045";"2013"
"210635";"000045";"2013"
"0";"000045";"2013"
"0";"000045";"2013"
"191700";"000045";"2014"
"224614";"000045";"2014"
"0";"000045";"2014"
"61500";"000045";"2015"
"240363";"000045";"2015"
"0";"000045";"2015"
"205300";"000045";"2016"
"250050";"000045";"2016"
"0";"000045";"2016"
"448200";"000045";"2017"
"316083";"000045";"2017"
"132117";"000045";"2017"
"344827";"000045";"2018"
"374586";"000045";"2018"
"0";"000045";"2018"
"0";"000045";"2019"
"451215";"000045";"2019"
"0";"000045";"2019"
"426423";"000045";"2020"
"1143346";"000045";"2020"
"716924";"000045";"2020"
"518130";"000046";"2009"
"135624";"000046";"2009"
"382506";"000046";"2009"
"1281603";"000046";"2010"
"286537";"000046";"2010"
"995067";"000046";"2010"
"668370";"000046";"2011"
"334314";"000046";"2011"
"334056";"000046";"2011"
"32212";"000046";"2012"
"0";"000046";"2012"
"653360";"000046";"2012"
"0";"000046";"2012"
"0";"000046";"2012"
"0";"000046";"2012"
"4084656";"000046";"2013"
"0";"000046";"2013"
"800886";"000046";"2013"
"1358424";"000046";"2013"
"3283770";"000046";"2013"
"0";"000046";"2013"
"10938037";"000046";"2014"
"0";"000046";"2014"
"8227630";"000046";"2014"
"1358424";"000046";"2014"
"2710407";"000046";"2014"
"0";"000046";"2014"
"69513881";"000046";"2015"
"0";"000046";"2015"
"36174398";"000046";"2015"
"1132020";"000046";"2015"
